Group,Subgroup,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Year,Start_Month
By Sex,Female,2022-07-27,2022-08-08,23.3,22.2,24.4,22.2 - 24.4,2022,Jul
By Gender identity,Cis-gender male,2022-07-27,2022-08-08,19.7,18.7,20.7,18.7 - 20.7,2022,Jul
By Gender identity,Cis-gender female,2022-07-27,2022-08-08,22.7,21.7,23.8,21.7 - 23.8,2022,Jul
By Gender identity,Transgender,2022-07-27,2022-08-08,67.3,58.1,75.6,58.1 - 75.6,2022,Jul
By Sexual orientation,Gay or lesbian,2022-07-27,2022-08-08,29.6,24.8,34.7,24.8 - 34.7,2022,Jul
By Sexual orientation,Straight,2022-07-27,2022-08-08,19.5,18.8,20.2,18.8 - 20.2,2022,Jul
By Sexual orientation,Bisexual,2022-07-27,2022-08-08,44.4,39.7,49.2,39.7 - 49.2,2022,Jul
By Race/Hispanic ethnicity,Hispanic or Latino,2022-07-27,2022-08-08,23.5,21.1,26,21.1 - 26.0,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-07-27,2022-08-08,20.9,20.1,21.6,20.1 - 21.6,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-07-27,2022-08-08,24.2,21.4,27.1,21.4 - 27.1,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-07-27,2022-08-08,17.9,14.4,21.8,14.4 - 21.8,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-07-27,2022-08-08,31.8,28.6,35.2,28.6 - 35.2,2022,Jul
By Education,Less than a high school diploma,2022-07-27,2022-08-08,31.5,26.1,37.3,26.1 - 37.3,2022,Jul
By Education,High school diploma or GED,2022-07-27,2022-08-08,24.1,22.2,26,22.2 - 26.0,2022,Jul
By Education,Some college/Associate's degree,2022-07-27,2022-08-08,25.7,24.5,26.8,24.5 - 26.8,2022,Jul
By Education,Bachelor's degree or higher,2022-07-27,2022-08-08,14.7,14,15.4,14.0 - 15.4,2022,Jul
By Disability status,With disability,2022-07-27,2022-08-08,51,48.3,53.6,48.3 - 53.6,2022,Jul
By Disability status,Without disability,2022-07-27,2022-08-08,16.6,15.9,17.2,15.9 - 17.2,2022,Jul
National Estimate,United States,2022-07-27,2022-08-08,28.3,27.5,29.1,27.5 - 29.1,2022,Jul
By Age,18 - 29 years,2022-07-27,2022-08-08,39.7,37.3,42.1,37.3 - 42.1,2022,Jul
By Age,30 - 39 years,2022-07-27,2022-08-08,35.7,33.6,37.9,33.6 - 37.9,2022,Jul
By Age,40 - 49 years,2022-07-27,2022-08-08,31.7,29.7,33.7,29.7 - 33.7,2022,Jul
By Age,50 - 59 years,2022-07-27,2022-08-08,28.8,27.2,30.5,27.2 - 30.5,2022,Jul
By Age,60 - 69 years,2022-07-27,2022-08-08,17.8,16.2,19.5,16.2 - 19.5,2022,Jul
By Age,70 - 79 years,2022-07-27,2022-08-08,14.5,12.5,16.8,12.5 - 16.8,2022,Jul
By Age,80 years and above,2022-07-27,2022-08-08,10.6,7,15.2,7.0 - 15.2,2022,Jul
By Sex,Male,2022-07-27,2022-08-08,24.7,23.6,25.8,23.6 - 25.8,2022,Jul
By Sex,Female,2022-07-27,2022-08-08,31.7,30.5,32.9,30.5 - 32.9,2022,Jul
By Gender identity,Cis-gender male,2022-07-27,2022-08-08,23.8,22.6,24.9,22.6 - 24.9,2022,Jul
By Gender identity,Cis-gender female,2022-07-27,2022-08-08,31,29.8,32.3,29.8 - 32.3,2022,Jul
By Gender identity,Transgender,2022-07-27,2022-08-08,69.3,58.9,78.4,58.9 - 78.4,2022,Jul
By Sexual orientation,Gay or lesbian,2022-07-27,2022-08-08,35.2,30.3,40.3,30.3 - 40.3,2022,Jul
By Sexual orientation,Straight,2022-07-27,2022-08-08,25.7,24.9,26.5,24.9 - 26.5,2022,Jul
By Sexual orientation,Bisexual,2022-07-27,2022-08-08,52.6,47.1,58,47.1 - 58.0,2022,Jul
By Race/Hispanic ethnicity,Hispanic or Latino,2022-07-27,2022-08-08,31.6,28.6,34.8,28.6 - 34.8,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-07-27,2022-08-08,27.1,26.2,28,26.2 - 28.0,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-07-27,2022-08-08,29.9,27.1,32.9,27.1 - 32.9,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-07-27,2022-08-08,20.7,17.1,24.7,17.1 - 24.7,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-07-27,2022-08-08,38.6,35.1,42.2,35.1 - 42.2,2022,Jul
By Education,Less than a high school diploma,2022-07-27,2022-08-08,40.4,34.4,46.6,34.4 - 46.6,2022,Jul
By Education,High school diploma or GED,2022-07-27,2022-08-08,28.8,26.8,30.9,26.8 - 30.9,2022,Jul
By Education,Some college/Associate's degree,2022-07-27,2022-08-08,31.8,30.6,33,30.6 - 33.0,2022,Jul
By Education,Bachelor's degree or higher,2022-07-27,2022-08-08,22.1,21.2,23.1,21.2 - 23.1,2022,Jul
By Disability status,With disability,2022-07-27,2022-08-08,56.2,53.5,58.7,53.5 - 58.7,2022,Jul
By Disability status,Without disability,2022-07-27,2022-08-08,22.8,22,23.6,22.0 - 23.6,2022,Jul
National Estimate,United States,2022-07-27,2022-08-08,32.3,31.5,33,31.5 - 33.0,2022,Jul
By Age,18 - 29 years,2022-07-27,2022-08-08,45.4,43.2,47.5,43.2 - 47.5,2022,Jul
By Age,30 - 39 years,2022-07-27,2022-08-08,39.8,37.9,41.8,37.9 - 41.8,2022,Jul
By Age,40 - 49 years,2022-07-27,2022-08-08,35,33.1,37,33.1 - 37.0,2022,Jul
By Age,50 - 59 years,2022-07-27,2022-08-08,32.3,30.4,34.2,30.4 - 34.2,2022,Jul
By Age,60 - 69 years,2022-07-27,2022-08-08,22.2,20.5,24.1,20.5 - 24.1,2022,Jul
By Age,70 - 79 years,2022-07-27,2022-08-08,17.3,15.2,19.5,15.2 - 19.5,2022,Jul
By Age,80 years and above,2022-07-27,2022-08-08,12,8.2,16.8,8.2 - 16.8,2022,Jul
By Sex,Male,2022-07-27,2022-08-08,28.8,27.7,30,27.7 - 30.0,2022,Jul
By Sex,Female,2022-07-27,2022-08-08,35.5,34.2,36.8,34.2 - 36.8,2022,Jul
By Gender identity,Cis-gender male,2022-07-27,2022-08-08,27.8,26.6,29,26.6 - 29.0,2022,Jul
By Gender identity,Cis-gender female,2022-07-27,2022-08-08,34.7,33.5,36,33.5 - 36.0,2022,Jul
By Gender identity,Transgender,2022-07-27,2022-08-08,79.9,72.3,86.1,72.3 - 86.1,2022,Jul
By Sexual orientation,Gay or lesbian,2022-07-27,2022-08-08,40.9,36,45.9,36.0 - 45.9,2022,Jul
By Sexual orientation,Straight,2022-07-27,2022-08-08,29.3,28.5,30.2,28.5 - 30.2,2022,Jul
By Sexual orientation,Bisexual,2022-07-27,2022-08-08,59.2,53.7,64.5,53.7 - 64.5,2022,Jul
By Race/Hispanic ethnicity,Hispanic or Latino,2022-07-27,2022-08-08,35.5,32.7,38.4,32.7 - 38.4,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-07-27,2022-08-08,30.8,29.9,31.7,29.9 - 31.7,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-07-27,2022-08-08,35.4,32.4,38.6,32.4 - 38.6,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-07-27,2022-08-08,23.7,19.9,27.8,19.9 - 27.8,2022,Jul
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-07-27,2022-08-08,44.6,41.4,47.9,41.4 - 47.9,2022,Jul
By Education,Less than a high school diploma,2022-07-27,2022-08-08,44.7,38.9,50.6,38.9 - 50.6,2022,Jul
By Education,High school diploma or GED,2022-07-27,2022-08-08,33.2,31.2,35.2,31.2 - 35.2,2022,Jul
By Education,Some college/Associate's degree,2022-07-27,2022-08-08,36.6,35.3,38,35.3 - 38.0,2022,Jul
By Education,Bachelor's degree or higher,2022-07-27,2022-08-08,24.8,23.8,25.7,23.8 - 25.7,2022,Jul
By Disability status,With disability,2022-07-27,2022-08-08,62,59.3,64.6,59.3 - 64.6,2022,Jul
By Disability status,Without disability,2022-07-27,2022-08-08,26.5,25.7,27.3,25.7 - 27.3,2022,Jul
National Estimate,United States,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,18 - 29 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,30 - 39 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,40 - 49 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,50 - 59 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,60 - 69 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,70 - 79 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,80 years and above,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sex,Male,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sex,Female,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Cis-gender male,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Cis-gender female,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Transgender,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Gay or lesbian,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Straight,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Bisexual,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,Hispanic or Latino,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Less than a high school diploma,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,High school diploma or GED,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Some college/Associate's degree,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Bachelor's degree or higher,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Disability status,With disability,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Disability status,Without disability,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
National Estimate,United States,2022-09-14,2022-09-26,24.2,23.4,25,23.4 - 25.0,2022,Sep
By Age,18 - 29 years,2022-09-14,2022-09-26,34.4,31.9,36.9,31.9 - 36.9,2022,Sep
By Age,30 - 39 years,2022-09-14,2022-09-26,27.7,25.7,29.7,25.7 - 29.7,2022,Sep
By Age,40 - 49 years,2022-09-14,2022-09-26,26.3,24.2,28.4,24.2 - 28.4,2022,Sep
By Age,50 - 59 years,2022-09-14,2022-09-26,25.5,23.7,27.3,23.7 - 27.3,2022,Sep
By Age,60 - 69 years,2022-09-14,2022-09-26,17.7,16.3,19.2,16.3 - 19.2,2022,Sep
By Age,70 - 79 years,2022-09-14,2022-09-26,12.4,10.5,14.4,10.5 - 14.4,2022,Sep
By Age,80 years and above,2022-09-14,2022-09-26,12.1,6.8,19.4,6.8 - 19.4,2022,Sep
By Sex,Male,2022-09-14,2022-09-26,23.5,22.5,24.5,22.5 - 24.5,2022,Sep
By Sex,Female,2022-09-14,2022-09-26,24.9,23.8,26,23.8 - 26.0,2022,Sep
By Gender identity,Cis-gender male,2022-09-14,2022-09-26,22.9,21.9,23.9,21.9 - 23.9,2022,Sep
By Gender identity,Cis-gender female,2022-09-14,2022-09-26,24.6,23.5,25.7,23.5 - 25.7,2022,Sep
By Gender identity,Transgender,2022-09-14,2022-09-26,52.7,41.1,64,41.1 - 64.0,2022,Sep
By Sexual orientation,Gay or lesbian,2022-09-14,2022-09-26,34.2,30.1,38.4,30.1 - 38.4,2022,Sep
By Sexual orientation,Straight,2022-09-14,2022-09-26,22.1,21.2,22.9,21.2 - 22.9,2022,Sep
By Sexual orientation,Bisexual,2022-09-14,2022-09-26,44.2,40.2,48.3,40.2 - 48.3,2022,Sep
By Race/Hispanic ethnicity,Hispanic or Latino,2022-09-14,2022-09-26,27.8,25.4,30.4,25.4 - 30.4,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-09-14,2022-09-26,23.3,22.4,24.2,22.4 - 24.2,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-09-14,2022-09-26,25.4,22.4,28.5,22.4 - 28.5,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-09-14,2022-09-26,17.1,14.7,19.8,14.7 - 19.8,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-09-14,2022-09-26,29.4,26.2,32.8,26.2 - 32.8,2022,Sep
By Education,Less than a high school diploma,2022-09-14,2022-09-26,33.2,28.3,38.4,28.3 - 38.4,2022,Sep
By Education,High school diploma or GED,2022-09-14,2022-09-26,26.7,24.9,28.5,24.9 - 28.5,2022,Sep
By Education,Some college/Associate's degree,2022-09-14,2022-09-26,28.8,27.6,30.1,27.6 - 30.1,2022,Sep
By Education,Bachelor's degree or higher,2022-09-14,2022-09-26,15.9,15.1,16.9,15.1 - 16.9,2022,Sep
By Disability status,With disability,2022-09-14,2022-09-26,49.7,47.2,52.1,47.2 - 52.1,2022,Sep
By Disability status,Without disability,2022-09-14,2022-09-26,18.9,18.1,19.7,18.1 - 19.7,2022,Sep
National Estimate,United States,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,18 - 29 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,30 - 39 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,40 - 49 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,50 - 59 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,60 - 69 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,70 - 79 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,80 years and above,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sex,Male,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sex,Female,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Cis-gender male,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Cis-gender female,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Transgender,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Gay or lesbian,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Straight,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Bisexual,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,Hispanic or Latino,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Less than a high school diploma,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,High school diploma or GED,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Some college/Associate's degree,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Bachelor's degree or higher,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Disability status,With disability,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Disability status,Without disability,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
National Estimate,United States,2022-09-14,2022-09-26,31.7,30.9,32.5,30.9 - 32.5,2022,Sep
By Age,18 - 29 years,2022-09-14,2022-09-26,42.7,39.9,45.4,39.9 - 45.4,2022,Sep
By Age,30 - 39 years,2022-09-14,2022-09-26,37.7,35.8,39.6,35.8 - 39.6,2022,Sep
By Age,40 - 49 years,2022-09-14,2022-09-26,34.6,32.5,36.8,32.5 - 36.8,2022,Sep
By Age,50 - 59 years,2022-09-14,2022-09-26,33.5,31.7,35.4,31.7 - 35.4,2022,Sep
By Age,60 - 69 years,2022-09-14,2022-09-26,23.6,22.1,25.1,22.1 - 25.1,2022,Sep
By Age,70 - 79 years,2022-09-14,2022-09-26,15.4,13.6,17.5,13.6 - 17.5,2022,Sep
By Age,80 years and above,2022-09-14,2022-09-26,17.9,12.1,25.2,12.1 - 25.2,2022,Sep
By Sex,Male,2022-09-14,2022-09-26,28.4,27.2,29.6,27.2 - 29.6,2022,Sep
By Sex,Female,2022-09-14,2022-09-26,34.8,33.7,35.9,33.7 - 35.9,2022,Sep
By Gender identity,Cis-gender male,2022-09-14,2022-09-26,27.8,26.6,29,26.6 - 29.0,2022,Sep
By Gender identity,Cis-gender female,2022-09-14,2022-09-26,34.4,33.2,35.5,33.2 - 35.5,2022,Sep
By Gender identity,Transgender,2022-09-14,2022-09-26,67.6,56,77.8,56.0 - 77.8,2022,Sep
By Sexual orientation,Gay or lesbian,2022-09-14,2022-09-26,43,38.4,47.7,38.4 - 47.7,2022,Sep
By Sexual orientation,Straight,2022-09-14,2022-09-26,29.2,28.3,30.1,28.3 - 30.1,2022,Sep
By Sexual orientation,Bisexual,2022-09-14,2022-09-26,55.3,51.5,59.1,51.5 - 59.1,2022,Sep
By Race/Hispanic ethnicity,Hispanic or Latino,2022-09-14,2022-09-26,33.7,30.8,36.7,30.8 - 36.7,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-09-14,2022-09-26,30.9,30.1,31.7,30.1 - 31.7,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-09-14,2022-09-26,33.5,30.4,36.8,30.4 - 36.8,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-09-14,2022-09-26,22.3,18.9,26,18.9 - 26.0,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-09-14,2022-09-26,41.9,38,45.9,38.0 - 45.9,2022,Sep
By Education,Less than a high school diploma,2022-09-14,2022-09-26,36.3,31.6,41.1,31.6 - 41.1,2022,Sep
By Education,High school diploma or GED,2022-09-14,2022-09-26,32.7,30.8,34.6,30.8 - 34.6,2022,Sep
By Education,Some college/Associate's degree,2022-09-14,2022-09-26,37.4,36,38.7,36.0 - 38.7,2022,Sep
By Education,Bachelor's degree or higher,2022-09-14,2022-09-26,24.6,23.8,25.4,23.8 - 25.4,2022,Sep
By Disability status,With disability,2022-09-14,2022-09-26,58.8,56.5,61,56.5 - 61.0,2022,Sep
By Disability status,Without disability,2022-09-14,2022-09-26,25.9,25,26.8,25.0 - 26.8,2022,Sep
National Estimate,United States,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,18 - 29 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,30 - 39 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,40 - 49 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,50 - 59 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,60 - 69 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,70 - 79 years,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Age,80 years and above,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sex,Male,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sex,Female,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Cis-gender male,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Cis-gender female,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Gender identity,Transgender,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Gay or lesbian,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Straight,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Sexual orientation,Bisexual,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,Hispanic or Latino,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Less than a high school diploma,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,High school diploma or GED,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Some college/Associate's degree,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Education,Bachelor's degree or higher,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Disability status,With disability,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
By Disability status,Without disability,2022-08-24,2022-09-13,NA,NA,NA,NA,2022,Aug
National Estimate,United States,2022-09-14,2022-09-26,36,35.2,36.8,35.2 - 36.8,2022,Sep
By Age,18 - 29 years,2022-09-14,2022-09-26,48.7,46,51.4,46.0 - 51.4,2022,Sep
By Age,30 - 39 years,2022-09-14,2022-09-26,41.8,39.7,43.9,39.7 - 43.9,2022,Sep
By Age,40 - 49 years,2022-09-14,2022-09-26,38.1,36,40.3,36.0 - 40.3,2022,Sep
By Age,50 - 59 years,2022-09-14,2022-09-26,37.8,35.9,39.8,35.9 - 39.8,2022,Sep
By Age,60 - 69 years,2022-09-14,2022-09-26,27.8,26.1,29.6,26.1 - 29.6,2022,Sep
By Age,70 - 79 years,2022-09-14,2022-09-26,19.5,17.3,21.8,17.3 - 21.8,2022,Sep
By Age,80 years and above,2022-09-14,2022-09-26,19.1,13.1,26.3,13.1 - 26.3,2022,Sep
By Sex,Male,2022-09-14,2022-09-26,33.3,32.1,34.5,32.1 - 34.5,2022,Sep
By Sex,Female,2022-09-14,2022-09-26,38.5,37.4,39.6,37.4 - 39.6,2022,Sep
By Gender identity,Cis-gender male,2022-09-14,2022-09-26,32.6,31.3,33.9,31.3 - 33.9,2022,Sep
By Gender identity,Cis-gender female,2022-09-14,2022-09-26,38.1,37,39.3,37.0 - 39.3,2022,Sep
By Gender identity,Transgender,2022-09-14,2022-09-26,71.8,61.7,80.4,61.7 - 80.4,2022,Sep
By Sexual orientation,Gay or lesbian,2022-09-14,2022-09-26,48,43.3,52.7,43.3 - 52.7,2022,Sep
By Sexual orientation,Straight,2022-09-14,2022-09-26,33.4,32.5,34.3,32.5 - 34.3,2022,Sep
By Sexual orientation,Bisexual,2022-09-14,2022-09-26,60.4,56.6,64.2,56.6 - 64.2,2022,Sep
By Race/Hispanic ethnicity,Hispanic or Latino,2022-09-14,2022-09-26,39.2,36.6,41.9,36.6 - 41.9,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-09-14,2022-09-26,35.1,34.2,36,34.2 - 36.0,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022-09-14,2022-09-26,37.3,33.9,40.9,33.9 - 40.9,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022-09-14,2022-09-26,25.7,22.2,29.4,22.2 - 29.4,2022,Sep
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022-09-14,2022-09-26,45.7,41.8,49.7,41.8 - 49.7,2022,Sep
By Education,Less than a high school diploma,2022-09-14,2022-09-26,42.3,37.3,47.5,37.3 - 47.5,2022,Sep
By Education,High school diploma or GED,2022-09-14,2022-09-26,37.8,35.9,39.8,35.9 - 39.8,2022,Sep
By Education,Some college/Associate's degree,2022-09-14,2022-09-26,42,40.7,43.4,40.7 - 43.4,2022,Sep
By Education,Bachelor's degree or higher,2022-09-14,2022-09-26,27.5,26.6,28.4,26.6 - 28.4,2022,Sep
By Disability status,With disability,2022-09-14,2022-09-26,64.5,62.3,66.6,62.3 - 66.6,2022,Sep
By Disability status,Without disability,2022-09-14,2022-09-26,29.9,29,30.9,29.0 - 30.9,2022,Sep
National Estimate,United States,2022-10-05,2022-10-17,25,24.1,26,24.1 - 26.0,2022,Oct
By Age,18 - 29 years,2022-10-05,2022-10-17,39,35.8,42.3,35.8 - 42.3,2022,Oct
By Age,30 - 39 years,2022-10-05,2022-10-17,27.8,25.4,30.4,25.4 - 30.4,2022,Oct
By Age,40 - 49 years,2022-10-05,2022-10-17,25.5,23.6,27.4,23.6 - 27.4,2022,Oct
By Age,50 - 59 years,2022-10-05,2022-10-17,24.4,22.6,26.3,22.6 - 26.3,2022,Oct
By Age,60 - 69 years,2022-10-05,2022-10-17,19,17.1,21,17.1 - 21.0,2022,Oct
By Age,70 - 79 years,2022-10-05,2022-10-17,14,12,16.3,12.0 - 16.3,2022,Oct
By Age,80 years and above,2022-10-05,2022-10-17,13.3,10.1,17.2,10.1 - 17.2,2022,Oct
By Sex,Male,2022-10-05,2022-10-17,24.3,23,25.7,23.0 - 25.7,2022,Oct
By Sex,Female,2022-10-05,2022-10-17,25.7,24.3,27,24.3 - 27.0,2022,Oct
By Gender identity,Cis-gender male,2022-10-05,2022-10-17,23.3,21.9,24.7,21.9 - 24.7,2022,Oct
By Gender identity,Cis-gender female,2022-10-05,2022-10-17,25,23.7,26.3,23.7 - 26.3,2022,Oct
By Gender identity,Transgender,2022-10-05,2022-10-17,62.3,51.5,72.4,51.5 - 72.4,2022,Oct
By Sexual orientation,Gay or lesbian,2022-10-05,2022-10-17,35.2,29.1,41.6,29.1 - 41.6,2022,Oct
By Sexual orientation,Straight,2022-10-05,2022-10-17,22.3,21.4,23.3,21.4 - 23.3,2022,Oct
By Sexual orientation,Bisexual,2022-10-05,2022-10-17,48.2,43.5,52.9,43.5 - 52.9,2022,Oct
By Race/Hispanic ethnicity,Hispanic or Latino,2022-10-05,2022-10-17,28.5,25.5,31.6,25.5 - 31.6,2022,Oct
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022-10-05,2022-10-17,23.9,23,24.9,23.0 - 24.9,2022,Oct
